player,position,team,age,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Simon Adingra,,Brighton,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-9.499999999999998,0.0,0,0,0.0,1,0.0,0,0,0,0.0,-0.30000000000000027,0.0,0.0,0.0,0.0,1.19,0,0,0,0,0,0,0,0,0,0,0.0,2
Nayef Aguerd,,West Ham,,1,66,0.7,1,0,1,1,0,0,2,1,0.1,0.1,0.0,0.1,0,0,0,0.58,0.0,0.58,0.58,0.58,0.07,0.0,0.07,0.07,0.07,,1,1,100.0,0.58,0.58,1.0,1.0,6.4,0,0.13,0.9,0.9,16,24,-4.200000000000003,316,125,6,7,-7.099999999999994,8,9,6.0,2,8,-19.6,0.0,0.0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,0,0,0,0,-0.42000000000000004,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.0,0,2,0,2,3,4,3,0,36,5,22,14,1,1,36,0,0,0.0,0,0.0,19,62,41,0,0,1,1,14,-12,-13.299999999999997,-12.0,0,0,0.0,0,1.0,2,1,1,0.58,-3.17,0.7999999999999998,2.3,-1.4,-0.71,-3.71,1,2,0,0,0,0,0,6,0,0,0.0,2
Anel Ahmedhodzic,,Sheffield Utd,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009,0.010000000000000009,0.010000000000000009,,1,0,0.0,-0.5,0.0,0.0,0.0,-1.5999999999999979,0,0.020000000000000004,0.0,0.0,42,58,6.400000000000006,554,160,31,37,-0.5999999999999943,8,13,-6.400000000000006,3,7,25.0,0.0,0.0,0,1,0,0,56,2,0,0,0,1,2,0,0,0,0,0,0,2,0.5,1,0,0,1,0,0,1,0.5,0,0,0,1,0,0,3,3,2,0,1,2,5,-7.100000000000001,3,2,1,1,1,4,4,0,71,7,39,20,13,2,71,2,1,-33.3,0,0.0,30,152,83,4,1,0,1,37,0,0.0,0.0,1,0,0.0,0,0.0,1,2,-1,0.0,0.0,0.5,1.4,-0.8999999999999999,0.2400000000000002,0.0,0,1,0,1,0,0,0,3,5,4,-36.4,2
Ola Aina,,Nott'ham Forest,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-39.50000000000001,0.0,0,0,0.0,0,0.0,0,0,0,0.0,3.079999999999999,0.0,0.0,0.0,0.0,0.9400000000000002,0,0,0,0,0,0,0,0,0,0,0.0,2
Rayan Ait Nouri,,Wolves,,1,85,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,5,1,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,,1,0,0.0,0.56,0.0,0.0,0.0,11.3,0,0.32,-0.3,-0.3,40,46,2.6000000000000085,658,162,24,25,2.200000000000003,12,12,10.900000000000006,4,6,0.0,0.1,-0.1,1,3,1,0,37,9,1,0,0,0,8,0,0,0,0,0,2,3,1.0400000000000003,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,4,1,0,2,3,10.0,1,0,0,0,0,5,0,0,54,1,16,27,13,2,54,4,2,-9.600000000000001,2,9.600000000000001,31,175,66,2,1,0,3,35,5,5.0,5.0,0,0,0.0,0,0.0,1,4,-3,-1.0600000000000003,-1.0600000000000003,1.9,2.2,-0.3,-0.05000000000000002,-0.5599999999999998,0,0,1,0,0,0,0,2,2,0,100.0,2
Kristoffer Ajer,,Brentford,,0,2,0.0,0,1,1,0,0,0,0,0,0.1,0.1,1.0,1.1,1,1,2,0.0,1.06,1.06,0.0,1.06,0.15,1.01,1.16,0.15,1.16,,1,0,0.0,1.06,0.0,0.0,0.0,12.3,0,0.14,-0.1,-0.1,6,7,2.0999999999999943,109,37,3,3,1.5,3,3,8.599999999999994,0,1,-10.0,0.6,0.0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2.1,1,0,0,1,0,0,1,1.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,0,4,2,2,2,8,0,0,0.0,0,0.0,7,58,52,0,0,0,1,9,-40,-45.0,0.0,0,1,2.0,0,1.0,1,0,1,1.06,-0.84,1.4000000000000001,0.0,1.3,1.3599999999999999,2.92,0,0,0,0,0,0,0,0,0,0,0.0,2
Manuel Akanji,"FW,MF",Manchester City,20.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,2023.0,1,0,0.0,0.5,0.0,0.0,0.0,26.9,0,0.03,0.0,0.0,57,60,2.799999999999997,789,135,38,39,-0.09999999999999432,15,17,0.7999999999999972,1,1,7.100000000000001,0.0,-0.1,1,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,1,10.0,0,2,1,1,2,3,3,0,68,4,23,34,11,0,68,0,0,0.0,0,0.0,30,143,59,0,0,0,0,51,0,0.0,0.0,1,0,0.0,0,0.0,1,0,1,-1.0,0.0,1.0,0.3,0.6999999999999997,-0.4500000000000002,0.0,0,0,0,0,0,0,0,8,0,0,0.0,2
Nathan Ake,,Manchester City,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-43.400000000000006,0.0,0,0,0.0,1,0.0,0,0,0,0.0,-0.8799999999999999,0.0,0.0,0.0,0.0,-0.11999999999999988,0,0,0,0,0,0,0,0,0,0,0.0,2
Trent Alexander-Arnold,,Liverpool,,1,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,6,3,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,,3,2,66.7,1.65,1.1,0.0,0.0,18.8,0,0.04,-0.1,-0.1,53,70,12.200000000000003,968,481,24,24,16.10000000000001,21,25,12.000000000000007,7,20,6.300000000000001,0.1,-0.1,3,6,1,0,54,16,5,0,3,8,8,3,0,2,0,0,0,7,3.3899999999999997,4,1,1,1,0,0,1,0.55,1,0,0,0,0,0,1,1,1,0,0,1,2,33.3,1,1,0,1,1,2,1,1,79,1,18,39,24,3,79,4,3,60.0,0,-80.0,34,172,118,1,2,2,0,49,-8,-8.900000000000006,-8.0,0,0,0.0,0,1.0,3,1,2,1.1,1.1,2.9000000000000004,0.40000000000000013,2.5,1.4300000000000002,5.57,0,0,1,0,0,0,0,7,0,0,0.0,2
Alisson,FW,Liverpool,25.0,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,42,51,4.299999999999997,979,649,5,5,0.0,32,32,0.0,5,13,3.1000000000000014,0.0,0.0,0,0,0,0,42,9,4,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,55,33,54,1,0,0,55,0,0,0.0,0,0.0,36,113,60,0,0,1,0,35,0,0.0,0.0,1,0,0.0,0,1.0,3,1,2,1.0,0.0,3.0,1.2000000000000002,1.8,0.9299999999999999,0.0,0,1,0,0,0,0,0,1,0,0,0.0,2
Miguel Almiron,,Newcastle Utd,,1,85,0.9999999999999999,0,0,0,0,0,0,0,0,0.0,0.0,0.10000000000000003,0.2,7,3,11,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,-0.07999999999999996,0.0,-0.07999999999999996,,2,0,-66.7,0.53,-0.53,0.0,0.0,-0.6999999999999993,0,-0.010000000000000002,0.0,0.0,23,29,-8.400000000000006,330,37,14,17,-5.700000000000003,8,9,-5.900000000000006,1,1,0.0,0.0,-0.10000000000000003,2,0,1,0,28,0,0,0,0,0,0,0,0,0,0,1,1,2,-1.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,-26.700000000000003,2,2,0,2,0,0,0,0,39,0,2,16,21,4,39,1,0,0.0,1,16.700000000000003,32,238,126,1,2,2,3,36,0,0.0,0.0,0,0,0.0,0,-1.5,0,1,-1,-2.12,6.88,0.30000000000000027,0.7000000000000002,-0.5,-0.97,3.3,0,0,0,1,0,0,0,1,0,0,0.0,2
Julian Alvarez,FW,Manchester City,21.0,1,90,1.0,1,0,1,1,0,0,1,0,0.2,0.2,0.10000000000000003,0.20000000000000007,3,4,5,0.5,-0.5,0.0,0.5,0.0,-0.11999999999999997,-0.10999999999999999,-0.23000000000000004,-0.11999999999999997,-0.23000000000000004,2023.0,1,1,16.700000000000003,-1.0,0.0,0.25,0.5,0.7999999999999989,0,-0.009999999999999995,0.8,0.8,24,31,-1.7999999999999972,283,83,18,20,0.9000000000000057,5,9,-11.099999999999994,0,1,-10.0,0.0,-0.09999999999999998,2,0,1,0,29,2,1,1,0,3,1,0,0,0,0,0,0,4,-1.0,3,0,1,0,0,0,0,-0.5,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,40,0,5,19,16,3,40,3,2,66.7,1,33.3,25,130,62,1,1,3,0,32,0,0.0,0.0,1,0,0.0,0,0.0,1,0,1,-1.0,0.0,1.0,0.3,0.6999999999999997,-0.4500000000000002,0.0,0,3,1,0,0,0,0,3,0,0,0.0,2
Zeki Amdouni,,Burnley,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Joachim Andersen,,Crystal Palace,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,10,1,0.0,0.0,0.0,0.0,0.0,-0.06999999999999999,-0.049999999999999996,-0.12,-0.06999999999999999,-0.12,,0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,63,73,-2.0,1427,308,20,21,6.400000000000006,32,33,0.4000000000000057,11,18,-17.299999999999997,0.0,0.0,0,11,0,0,67,6,6,0,2,3,0,0,0,0,0,0,0,2,-1.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,-33.3,1,1,1,0,1,2,3,0,80,8,33,39,9,0,80,1,1,0.0,0,0.0,43,245,156,1,0,0,0,56,0,0.0,0.0,1,0,0.0,0,-1.5,0,1,-1,-1.0,0.0,1.0,2.0,-0.9999999999999999,-1.1900000000000002,0.0,0,1,3,0,0,0,0,5,2,1,-5.0,2
Elliot Anderson,DF,Newcastle Utd,27.0,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,12,21.400000000000006,184,13,4,4,0.0,2,2,100.0,2,4,50.0,0.0,0.0,1,2,1,0,12,0,0,0,1,1,0,0,0,0,0,0,0,1,3.46,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,2,50.0,1,1,1,0,1,2,0,0,16,1,2,10,5,2,16,2,1,50.0,0,0.0,10,105,69,1,0,1,0,10,12,13.3,0.0,0,1,12.0,0,-1.5,0,0,0,0.0,2.29,0.1,0.3,-0.2,17.1,18.19,0,0,0,0,0,0,0,1,0,0,0.0,2
Jaidon Anthony,FW,Bournemouth,21.0,1,62,0.6000000000000001,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,15,-7.899999999999999,96,15,5,6,12.700000000000003,2,4,-13.299999999999997,0,4,0.0,0.0,0.0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,4,-18.999999999999996,4,0,0,0,0,1,1,0,22,1,7,8,7,1,22,4,0,-80.0,3,60.0,13,55,25,0,0,1,0,10,2,1.6000000000000085,2.0,0,0,0.0,0,-0.5,1,3,-2,-0.7,0.6699999999999999,0.2,2.9000000000000004,-2.6999999999999997,-1.49,-1.62,0,1,1,2,0,0,0,6,0,0,0.0,2
Michail Antonio,DF,West Ham,24.0,1,75,0.7999999999999999,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,1,2,0.59,0.0,0.59,0.59,0.59,0.13,0.0,0.13,0.13,0.13,2023.0,2,1,50.0,1.18,0.59,0.5,1.0,15.9,0,0.11,0.8,0.8,5,11,-2.0,65,14,3,4,12.5,2,3,-3.5999999999999943,0,2,-25.0,0.0,0.0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,1,-1.1399999999999997,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,18,0,2,14,3,2,18,0,0,0.0,0,0.0,15,151,74,1,1,2,1,15,-1,-1.1999999999999886,-1.0,0,0,0.0,0,1.0,2,1,1,0.010000000000000009,-6.91,0.9,2.3000000000000003,-1.5,-1.1,-6.08,0,1,2,0,0,0,0,3,1,3,-11.600000000000001,2
Antony,,Manchester Utd,,1,65,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.10000000000000003,0.4,3,5,6,0.0,0.0,0.0,0.0,0.0,0.03,-0.07,-0.030000000000000027,0.03,-0.030000000000000027,,3,0,0.0,0.28000000000000025,0.0,0.0,0.0,2.299999999999999,0,0.010000000000000009,-0.2,-0.2,14,19,-0.5,199,58,11,14,0.10000000000000853,1,2,-16.700000000000003,2,2,66.7,0.1,-0.10000000000000003,1,1,2,0,19,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.9100000000000001,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,2,2,3,1,4,4,66.7,0,0,0,0,2,8,0,0,37,1,2,16,19,4,37,3,0,-60.0,3,60.0,24,196,71,1,2,3,1,25,-5,-6.1000000000000085,-5.0,0,0,0.0,0,-1.5,0,1,-1,-1.18,1.1300000000000001,1.7,1.2000000000000002,0.49999999999999994,0.24999999999999997,-0.08000000000000007,0,1,1,0,0,0,0,4,0,0,0.0,2
Alphonse Areola,MF,West Ham,26.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,17,32,8.899999999999999,661,524,2,3,-25.0,6,6,0.0,9,22,6.299999999999997,0.0,0.0,0,0,0,0,17,14,4,0,2,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,36,34,35,1,0,0,36,0,0,0.0,0,0.0,13,105,84,0,0,0,0,5,0,0.0,0.0,1,0,0.0,0,1.0,3,1,2,1.0,0.0,1.7999999999999998,2.5,-0.6000000000000001,-0.20999999999999996,0.0,0,0,0,0,0,0,0,1,1,0,100.0,2
Serge Aurier,DF,Nott'ham Forest,22.0,1,90,1.0,0,2,2,0,0,0,1,0,0.0,0.0,0.4,0.4,4,10,6,0.0,1.0,1.0,0.0,1.0,0.01,0.2,0.21,0.01,0.21,2023.0,1,0,0.0,0.5,0.0,0.0,0.0,11.1,0,0.01,0.0,0.0,59,76,23.900000000000006,909,444,30,34,-11.099999999999994,26,29,26.199999999999996,2,7,22.2,0.2,1.6,2,10,3,2,70,6,1,0,0,6,5,0,0,0,0,0,2,4,2.0,4,0,0,0,0,0,2,1.0,2,0,0,0,0,0,1,1,1,0,0,1,1,16.700000000000003,0,2,0,2,0,1,5,0,88,7,11,49,28,4,88,2,0,0.0,2,0.0,46,241,177,5,0,0,0,65,0,0.0,0.0,1,0,0.0,0,1.5,2,1,1,1.0,0.0,1.4000000000000001,0.5,0.7999999999999999,0.27,0.0,0,0,2,0,0,0,0,5,5,1,20.0,2
Taiwo Awoniyi,DF,Nott'ham Forest,25.0,1,83,0.9000000000000001,1,0,1,1,0,0,0,0,0.30000000000000004,0.30000000000000004,0.1,0.30000000000000004,0,3,4,-2.75,0.0,-2.75,-2.75,-2.75,-1.9600000000000002,0.05,-1.9100000000000001,-1.9600000000000002,-1.9100000000000001,2023.0,1,1,0.0,-2.75,-2.75,0.0,0.0,0.6000000000000005,0,-0.13999999999999996,0.7000000000000001,0.7000000000000001,10,12,16.5,122,30,6,6,22.200000000000003,4,5,-16.700000000000003,0,0,0.0,0.0,-0.1,2,2,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,3,-1.2100000000000004,3,0,0,0,0,0,0,-3.8600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,21,0,0,11,11,2,21,3,2,66.7,1,33.3,13,89,6,1,0,5,2,19,32,35.0,83.0,0,0,0.0,0,1.5,1,1,0,-3.63,-5.03,1.3000000000000003,0.5,0.7999999999999999,-0.97,-1.12,0,0,1,2,0,0,0,1,3,7,-16.700000000000003,2
Jordan Ayew,,Crystal Palace,,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.19999999999999996,4,2,9,0.0,-0.5,-0.5,0.0,-0.5,0.03,-0.33999999999999997,-0.31000000000000005,0.03,-0.31000000000000005,,3,0,-30.0,0.5,-0.5,0.0,0.0,-2.3999999999999986,0,0.0,-0.1,-0.1,17,23,0.0,197,16,14,16,0.0,3,6,-6.0,0,0,0.0,0.0,0.0,1,2,0,0,23,0,0,0,0,3,0,0,0,0,0,0,1,3,-0.5,1,0,0,0,1,1,0,-0.5,0,0,0,0,0,0,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,1,0,37,1,7,8,23,7,37,6,1,-5.0,2,5.0,22,173,102,1,2,1,0,26,0,0.0,0.0,1,0,0.0,0,-1.5,0,1,-1,-1.0,0.0,1.0,2.0,-0.9999999999999999,-1.1900000000000002,0.0,0,3,4,0,0,0,0,2,2,3,-50.0,2
Leon Bailey,DF,Aston Villa,28.0,1,62,0.7,1,1,2,1,0,0,0,0,0.3,0.3,0.6,0.9,5,2,7,0.84,0.84,1.68,0.84,1.68,0.27,0.48,0.75,0.27,0.75,2023.0,2,1,50.0,1.68,0.84,0.5,1.0,10.8,0,0.16,0.7,0.7,25,31,33.1,408,75,17,20,52.0,6,6,33.400000000000006,2,3,10.0,0.7,0.4,1,0,2,0,30,1,0,0,0,1,0,1,0,0,0,0,2,4,2.21,3,0,0,1,0,0,2,1.68,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,35,0,2,17,16,6,35,2,2,66.7,0,0.0,25,225,128,3,1,1,0,30,9,9.399999999999999,9.0,0,0,0.0,0,1.5,3,0,3,3.6799999999999997,0.15000000000000036,2.3,0.5999999999999999,1.7,2.27,0.8999999999999999,0,1,0,0,0,0,0,1,0,0,0.0,2
George Baldock,DF,Sheffield Utd,28.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-50.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0,0,0,0,0,0,0,0,0,0,0.0,2
Shandon Baptiste,,Brentford,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-10.500000000000002,0.0,0,0,0.0,0,0.0,0,0,0,0.0,-1.68,0.0,0.0,0.0,0.0,-1.26,0,0,0,0,0,0,0,0,0,0,0.0,2
Harvey Barnes,,Newcastle Utd,,0,35,0.3,0,0,0,0,0,0,1,0,0.09999999999999998,0.09999999999999998,0.0,0.0,1,1,0,-2.3600000000000003,-2.3600000000000003,-4.73,-2.3600000000000003,-4.73,-1.2199999999999998,-2.04,-3.26,-1.2199999999999998,-3.26,,1,1,0.0,-0.81,-0.81,-0.5,-0.5,8.899999999999999,0,-0.25,-0.09999999999999998,-0.09999999999999998,13,14,14.099999999999994,139,22,10,11,-6.200000000000003,2,2,12.5,0,0,0.0,0.09999999999999998,0.0,0,0,1,0,13,1,0,0,0,0,1,0,0,0,0,0,0,1,-3.17,1,0,0,0,0,0,0,-2.3600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,15,0,2,6,7,0,15,0,0,0.0,0,0.0,10,48,29,0,0,0,0,13,6,6.600000000000001,0.0,0,1,6.0,0,-1.5,0,0,0,-4.73,-2.7699999999999996,0.10000000000000009,0.5,-0.30000000000000004,-3.2100000000000004,-2.67,0,1,1,0,0,0,0,1,0,0,0.0,2
Chris Basham,,Sheffield Utd,,0,33,0.29999999999999993,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,20,-12.5,194,42,4,6,-4.1000000000000085,7,7,0.0,0,2,0.0,0.0,0.0,0,1,0,0,19,1,0,0,0,1,1,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,0,2,2,66.7,0,2,2,0,0,2,0,0,25,2,7,8,10,2,25,1,1,50.0,0,-50.0,12,43,21,1,0,1,0,13,-23,-25.599999999999994,0.0,0,1,33.0,0,0.0,0,1,-1,-0.4700000000000002,-0.4700000000000002,0.30000000000000004,0.5999999999999999,-0.30000000000000004,0.17000000000000015,-0.29000000000000004,0,0,0,0,0,0,0,3,0,2,-16.700000000000003,2
